LineOID,temperature-0,temperature-1,temperature-2,temperature-3,temperature-4,temperature-5,temperature-6,temperature-7,temperature-8,temperature-9,temperature-10,temperature-11,temperature-12,temperature-13,temperature-14,temperature-15,temperature-16,temperature-17,temperature-18,temperature-19,temperature-20,temperature-21,temperature-22,temperature-23,temperature-24,temperature-25,temperature-26,temperature-27,temperature-28,temperature-29,temperature-30,temperature-31,temperature-32,temperature-33,temperature-34,temperature-35,temperature-36,temperature-37,temperature-38,temperature-39,temperature-40,temperature-41,temperature-42,temperature-43,temperature-44,temperature-45
1,-0.5,-0.129245,0.224794,0.6171260000000001,0.796072,1.201231,1.6671939999999998,2.010103,2.408575,2.723927,3.3155989999999997,3.993007,4.177589,4.465568,5.365926,6.270097,7.740735000000001,7.220446000000001,7.214198,9.499019,9.952478,9.169547999999999,11.15431,12.183402000000001,12.400227000000001,13.235460999999999,13.20491,13.336788,13.1844,12.318189,11.881532,10.600358,9.652974,7.838139,2.945185,4.207521,4.906085,5.407342,4.062437,3.464882,2.8059060000000002,3.174826,2.7848919999999997,2.26388,1.9231209999999999,1.325675
2,-0.352049,0.051370000000000006,0.398767,0.76122,0.9148860000000001,1.306542,1.7242119999999999,2.10825,2.498361,2.838469,3.520068,4.411462,4.652871,4.945213,6.030476999999999,6.993658,9.027695,7.628111,7.841642,10.389408,10.800099000000001,9.340712,12.03929,13.284065,13.470359,14.58961,14.337845000000002,14.307595999999998,14.030801,12.992784,12.761596,11.416113000000001,10.137871,8.617776,2.999792,4.789413,5.459026000000001,5.820564,4.461808,3.769922,2.926409,3.447435,2.4777880000000003,2.365006,1.988302,1.472016
3,-0.215304,0.405184,0.449917,0.8782409999999999,1.008139,1.35405,1.8863860000000001,2.207976,2.575581,2.885822,3.3413019999999998,3.9004260000000004,4.14343,4.609323000000001,5.509696,6.451356,7.310241,6.988884,7.282265,9.274439,10.021189999999999,8.947106,11.320734,12.152242,12.410169999999999,13.389032,13.17994,13.356879000000001,13.334003,12.431864,12.038508,10.839166,9.696382,8.181030999999999,3.073173,4.343197,5.088381,5.349928,4.060033,3.53325,2.9657400000000003,3.2118450000000003,1.9402830000000002,2.412468,2.1239939999999997,1.559609
4,-0.127965,0.539126,0.549595,0.9092680000000001,1.08124,1.394543,1.916119,2.2653380000000003,2.5983009999999997,2.972236,3.5271230000000005,4.3607830000000005,4.4043410000000005,4.820052,5.929787,7.077864999999999,8.251077,7.506106,7.838657,10.422512,10.592073,9.341731,12.174501,13.200248,13.694020000000002,13.934693,13.610702999999999,13.753475,14.013532999999999,13.217325,12.953625,11.610479,10.16514,8.823694,3.8561300000000003,5.2080720000000005,5.750273,6.0264489999999995,5.04053,4.028802,3.4262599999999996,3.677086,2.8286599999999997,2.818141,2.499503,1.924626
5,0.025473,0.791508,0.8288129999999999,0.982533,1.258835,1.593725,2.108646,2.435882,2.793908,3.149995,3.701086,4.657133,4.812339,5.185487999999999,6.635834,7.471639,9.163293,8.13677,8.276192,10.727694,11.470191999999999,10.361808,13.170572,13.760195999999999,14.232895999999998,14.644718,14.312812,14.583302999999999,14.824845000000002,13.911328,13.774220999999999,12.273556,10.753496,9.486131,4.408412,5.902865,6.567507000000001,6.491455,5.752075,5.11405,3.971115,4.460067,4.451116000000001,3.355926,3.10869,2.54955
6,0.127469,0.868561,1.002646,1.0888870000000002,1.314042,1.606746,2.117301,2.444197,2.8208830000000003,3.367124,3.9110169999999997,4.850693,5.013107,5.290138,7.017060000000001,7.854493,9.24876,8.299941,8.610046,10.997448,11.448874,10.239492,13.143835000000001,13.642732,14.103666,14.604559,14.323020999999999,14.491934,14.861223999999998,13.948685000000001,13.758999,12.270763,10.758248,9.341258,4.562714,6.200203,6.647921000000001,6.481102,5.808484,5.219084,4.044986,4.4515709999999995,4.636931,3.379861,3.172575,2.540604
7,0.115774,0.9219040000000001,1.079382,1.156191,1.306222,1.622794,2.083743,2.450371,2.876452,3.696424,4.381101,5.58234,5.601444,5.42325,7.897410000000001,8.527617,9.8386,9.34073,8.963080999999999,11.672808,12.077753,10.548331,13.430282,13.89185,14.31466,14.828101,14.557312,14.600891,15.106420000000002,14.275826,14.056125,12.596857,11.07024,9.576994000000001,5.25676,6.690930000000001,6.943,6.789692,6.0567720000000005,5.53993,4.179432,4.699357,4.616397,3.597549,3.333885,2.672786
8,0.09814099999999999,0.80785,1.0580379999999998,1.152558,1.310179,1.645892,2.1059189999999997,2.480284,2.904648,3.7854400000000004,4.462937,5.940025,5.784586,5.531102,7.887835000000001,8.664438,9.803806,9.300649,8.853819,11.469871000000001,11.541689,10.030571,13.3543,13.785739999999999,14.030884,14.935149,14.781595999999999,14.934520000000001,14.931773000000002,14.185711999999999,13.737434,12.540106,11.014786,9.465205000000001,5.071827,6.445062999999999,6.701280000000001,6.544401000000001,5.67966,5.442712,4.452194,4.702591,5.1963870000000005,3.7775529999999997,3.146835,2.42635
9,0.11571400000000001,0.889484,1.054618,1.146025,1.3394540000000001,1.6750630000000002,2.142531,2.522169,2.928814,3.737451,4.45523,5.735939,5.669907,5.534967,7.633951,8.605457000000001,9.723508,9.183826,8.877711999999999,11.496502,11.968681,10.088889,13.485814999999999,14.032014000000002,14.455959,14.981623,14.709138000000001,14.890602,15.169820000000001,14.408160999999998,13.968917000000001,12.839785000000001,11.263855,9.731933,5.524321,6.883721,7.147081,6.9483809999999995,6.337472,5.731054,4.644113,4.471205,5.00577,4.133214,3.514343,2.847422
10,0.091098,0.88476,1.010291,1.121738,1.321277,1.703701,2.137304,2.534969,2.98457,3.9097809999999997,4.473243,5.92591,5.677928,5.908837,8.020619,8.792844,9.837366000000001,9.302947,8.911569,11.351214,12.210078,9.578164,13.661894,14.064789999999999,14.499270000000001,15.174095999999999,14.823639000000002,15.081163,15.231612,14.496217999999999,14.128862,13.036647,11.399725,9.77303,5.876234999999999,7.012714,7.272821,7.124161,6.37991,5.855036,4.780532,4.9277169999999995,5.178612,4.280962000000001,3.677199,2.968575
11,0.104591,0.854765,1.052486,1.176078,1.3476489999999999,1.7136930000000001,2.1597180000000002,2.546609,2.98318,3.875981,4.504856,5.962004,5.749025,5.874683,7.7533270000000005,8.751023,10.22309,9.483367,9.009317999999999,11.533512,12.561823,9.783503999999999,13.806882,14.239857,14.703581,15.347832999999998,14.922567,15.230216,15.387208,14.644897,14.117614000000001,13.130135000000001,11.366508999999999,9.936383,5.957126000000001,7.001703,7.313577,7.168245,6.424014,5.9615339999999994,5.012853,4.956735,5.364783,4.298893,3.6683019999999997,2.969363
12,-0.151627,0.572611,0.5837220000000001,0.8998149999999999,1.106827,1.397022,1.924139,2.300745,2.6320759999999996,3.0583549999999997,4.025986,4.936249,4.993997,5.470173,6.665253999999999,7.856489,9.453978,8.130097,8.397694,11.165911,11.577492,9.668058,13.207699,14.307803,14.534680999999999,14.613447,14.310539000000002,14.382593,14.745396,13.945184,13.601979,12.177252000000001,10.660314999999999,9.244828,4.235511,5.793687,6.272551999999999,6.496185,5.562926,4.425605,3.6061690000000004,3.900295,2.999775,3.109984,2.594789,2.12165
13,-0.164001,0.5179050000000001,0.56101,0.8214450000000001,1.083517,1.41679,1.9098529999999998,2.283774,2.63998,3.117322,4.028805,4.8206690000000005,5.049133,5.275709,6.5929199999999994,7.746316,9.237992,8.1899,8.243404,11.26091,11.513842,9.525807,12.827497,13.997601999999999,14.421619,14.656085000000001,14.409322,14.509981,14.870904999999999,14.076982999999998,13.795867000000001,12.309705000000001,10.84227,9.532324000000001,4.188504,5.890203,6.415113,6.714908,5.565197,4.615803,3.639788,3.6820370000000002,4.002333999999999,3.1640330000000003,2.730292,2.207706
14,-0.090877,0.616492,0.595498,0.926765,1.129406,1.463525,1.9760830000000003,2.335907,2.683544,3.153077,3.700197,4.635653,4.868855,5.034321,6.455114,7.591783,8.980787,8.270247999999999,8.210676,10.7926,11.476668,9.637922,13.06541,13.84475,14.185815,14.501144,14.14681,14.219085999999999,14.707059,13.943585999999998,13.734926000000002,12.166507000000001,10.560166,9.565325,4.2654819999999996,5.704085,6.3215,6.490515,5.371231,4.577412000000001,3.72093,3.9063809999999997,3.3225629999999997,3.271419,2.792396,2.286021
15,-0.065211,0.682362,0.614548,0.7973210000000001,1.1050659999999999,1.47549,1.940245,2.356895,2.7008240000000003,3.101636,3.7611790000000003,4.930353,5.163873000000001,5.526485,6.858033,7.887146,9.513093,9.317938,8.601011999999999,11.136612,12.058224000000001,9.973405999999999,13.658072,14.448570000000002,14.811334,15.64165,15.099947,15.040954000000001,14.93762,14.152028,13.979157999999998,12.32086,10.652318,9.856838,3.883574,5.5674790000000005,6.345271,6.320797,5.3407089999999995,4.505357,3.5025980000000003,3.628654,3.3421220000000003,3.327748,2.5470610000000002,2.03705
16,-0.045979,0.732945,0.6587729999999999,0.894602,1.1741700000000002,1.502628,1.979872,2.398699,2.7262020000000002,3.247697,3.9765879999999996,4.885752,5.13517,5.350415,6.876466000000001,7.815727000000001,9.702157000000001,9.100673,8.972102,11.253641,12.003544,10.340545,13.615502,14.497271,14.731546,14.843438,14.497541,14.717823999999998,15.042564000000002,14.307423000000002,14.140807999999998,12.526414,10.879627000000001,10.19085,4.3487540000000005,6.015391999999999,6.761999,6.675358,5.864452,4.9965980000000005,3.8175160000000004,4.142453,4.128026,3.402774,2.94748,2.421233
17,-0.024331000000000002,0.6787770000000001,0.677271,0.9021030000000001,1.191534,1.529258,2.0337110000000003,2.404407,2.74695,3.1789169999999998,3.692603,4.538839,4.797686,5.016181,6.276855,7.074141,8.849164,8.051731,8.256780000000001,10.490668,11.263365,9.789109,12.871572,13.48109,14.004554999999998,14.471379999999998,14.064420000000002,14.347504999999998,14.699473999999999,13.903309,13.744157000000001,12.154761,10.534567,9.481488,4.230839,5.712337000000001,6.360993,6.49685,5.615945,4.861668,3.898854,4.167311,4.29134,3.3901160000000004,3.006466,2.465836
18,0.064118,0.795719,0.791948,0.902758,1.2325469999999998,1.558761,2.041649,2.438266,2.767863,3.3237669999999997,4.285807,4.974951,4.907982,5.393351999999999,6.725053,7.695038,9.407294,8.634215,8.75587,11.351142,11.827206,12.163634,13.446720999999998,14.131104999999998,14.664163,14.772348999999998,14.337288000000001,14.653764,14.796570999999998,14.054129999999999,13.808544,12.386977,10.670917999999999,9.480508,4.515582,6.228130999999999,6.630274000000001,6.542455,5.74521,5.14604,3.8710709999999997,4.668697,3.043813,3.252809,3.03241,2.459972
19,-0.5,0.16185,0.12728299999999998,0.388928,0.724299,1.1756469999999999,1.69432,2.008635,2.358374,2.672841,3.182077,3.514021,3.83525,4.299789,4.811561,5.424604,6.104216,6.428647,7.7008779999999994,8.697985000000001,9.681168,8.623399000000001,11.324794,11.600247999999999,11.942291,12.424709,12.080016,11.996222,12.667006,11.668613,11.473574000000001,10.23523,9.299441,7.623744,3.714107,4.302221,5.114074,5.257944999999999,3.9904620000000004,3.3366269999999996,2.934263,3.0409479999999998,1.770011,2.4889810000000003,2.153756,1.6574389999999999
20,-0.5,0.020763,-0.063776,0.211769,0.5236350000000001,0.9880200000000001,1.583205,1.822355,2.1842799999999998,2.489426,3.0039999999999996,3.28831,3.582672,4.102979,4.6006540000000005,4.977194,5.551205,5.878916,6.615686,8.029734,9.009338,8.321579,10.693518,11.079286,11.450389999999999,11.740069,11.304796000000001,11.584864999999999,11.807264,10.852666000000001,10.443653999999999,9.509442,8.319813,6.616092,2.610131,3.524228,4.143706,4.511082,3.367811,2.264948,2.407162,2.385176,1.1241709999999998,2.241694,1.567481,1.015257
21,-0.5,-0.005935,0.004734,0.26803,0.588655,1.045325,1.607958,1.877778,2.237273,2.552626,3.107936,3.3513559999999996,3.666385,4.177853,4.73077,5.173817,5.730617,6.302516000000001,6.8175300000000005,8.386598,9.221486,8.510541,10.870357,11.295944,11.711457000000001,12.0382,11.637308,11.92411,12.145332000000002,11.220504,10.588313000000001,9.879913,8.661602,6.86385,2.940887,3.8408559999999996,4.537114,4.922023,3.757947,2.701334,2.670402,2.730221,1.312065,2.396583,1.865977,1.32535
22,-0.5,-0.309281,-0.29998800000000003,0.007693000000000001,0.336009,0.760681,1.347651,1.6384150000000002,1.909261,2.243837,2.9131549999999997,2.9673529999999997,3.326522,3.863524,4.291221,4.6849989999999995,4.825642,5.3237760000000005,6.156992,7.297853999999999,8.026703999999999,8.538865,10.556084,10.830049,11.028406,11.135661,10.759518,11.020995,11.061361,10.076735000000001,9.961725999999999,9.090681,7.939836,5.7278080000000005,1.9154849999999999,2.938805,3.781078,3.8754660000000003,2.233423,1.783693,1.46869,1.770718,0.543754,1.292959,0.834701,0.247518
23,-0.5,-0.288066,-0.28986,0.012968,0.3319,0.774624,1.327349,1.641514,1.923761,2.258639,2.8575169999999996,3.023028,3.362114,3.883799,4.332357,4.7381519999999995,5.133799,5.644094,6.565202,7.600424,8.423914,8.88159,10.753686,10.844231,11.104457,11.295403,10.838928999999998,11.192829,11.200953,10.222154,10.225124000000001,9.131994,8.05354,6.047649,2.326777,3.0924419999999997,3.9323919999999997,4.090461,2.061597,2.0323700000000002,1.486645,1.91071,0.593498,1.4121700000000001,0.978592,0.47012200000000004
24,-0.5,-0.282398,-0.24699699999999997,0.199132,0.353544,0.762072,1.337658,1.624144,1.960004,2.30245,2.8980330000000003,3.0798520000000003,3.428153,3.9242,4.403928,4.967072,5.5289,6.141382,6.835196000000001,8.005455,8.477927000000001,9.034495,10.974635000000001,10.816792999999999,11.114229,11.506089999999999,11.077338000000001,11.273116,11.433991,10.499752,10.635513000000001,9.411878999999999,8.332815,6.567553,2.5495400000000004,3.505149,4.326302,4.523996,2.481944,2.391457,1.732162,2.055148,0.790926,1.629202,1.2126780000000001,0.66825
25,-0.5,-0.201066,-0.18283,0.133221,0.416314,0.8518209999999999,1.3938059999999999,1.688818,2.01973,2.35481,2.976937,3.16383,3.492137,3.9855169999999998,4.453893,5.008343,5.451101,5.9263580000000005,6.713233,7.947651,8.651008000000001,8.581987,8.51459,9.262992,10.766123,11.740482,11.321177,11.657688,11.721492,10.706347000000001,10.782527,9.615813000000001,8.660372,6.6769229999999995,3.254729,3.902831,4.633551000000001,4.792281,2.8212919999999997,2.877924,2.096305,2.5202970000000002,1.192768,1.880596,1.586535,1.119697
26,-0.5,-0.19105999999999998,-0.16439600000000001,0.19071400000000002,0.421149,0.847498,1.396285,1.6899099999999998,2.028308,2.364429,2.997599,3.201754,3.512456,3.9957480000000003,4.471113,5.0612379999999995,5.497532,6.1009459999999995,6.821974000000001,8.088355,8.732351,8.625849,8.612200999999999,9.419091,10.746889,11.787202,11.367546,11.721200999999999,11.82172,10.766297999999999,10.755299,9.661285000000001,8.710702000000001,6.703742,3.339322,3.9284269999999997,4.651782,4.809866,3.050711,2.9887799999999998,2.128105,2.519222,1.220919,1.874491,1.604299,1.133418
27,-0.5,-0.280579,-0.382689,-0.077859,0.24156,0.67295,1.259125,1.5535299999999999,1.848296,2.191052,2.695426,2.897169,3.254469,3.78683,4.219780999999999,4.586908,4.72466,5.448449,6.492915,7.521607,8.411888000000001,9.004785,10.69999,11.065737,11.184908,11.190249,10.904616,11.076692,11.311627,10.128973,10.245211,9.122112,8.017032,6.032068,1.884438,2.908887,3.761982,3.8714180000000002,1.474544,1.600457,1.425986,1.624765,0.18191,1.092056,0.6537270000000001,0.092725
28,-0.5,-0.16384300000000002,-0.339648,-0.033364,0.285235,0.71787,1.311863,1.614179,1.872945,2.22725,2.773196,2.9288790000000002,3.294424,3.827496,4.258961,4.630939,4.777598,5.522777,6.623552,7.6094,8.645569,9.132485,10.642424,10.926895,11.170024,11.31365,11.011421,11.12945,11.256959,10.232997,10.262554,9.113008,8.057302,5.663755,1.9671150000000002,2.935314,3.785016,3.893836,1.748441,1.724532,1.4540819999999999,1.68015,0.731111,1.1710200000000002,0.756066,0.178784
29,-0.5,-0.216448,-0.320635,-0.01618,0.301717,0.73155,1.3189629999999999,1.627443,1.888441,2.2388470000000003,2.879471,2.9514080000000003,3.3119300000000003,3.833301,4.278413,4.654969,4.932825,5.561757,6.614833,7.5468589999999995,8.458833,8.795864,10.755987,11.053792999999999,11.285128,11.424591,11.042508,11.257833999999999,11.394267999999999,10.215344,10.549298,9.161610000000001,8.071081,5.730346,2.017953,2.999448,3.887365,3.9474449999999996,1.777308,1.7730869999999999,1.483486,1.727856,0.403694,1.213365,0.770727,0.22381199999999998
30,-0.5,-0.193082,-0.268568,0.027208,0.341895,0.772091,1.371709,1.669425,1.935475,2.287092,2.884553,2.999603,3.368579,3.887059,4.336892,4.703892,5.157621,5.790854,7.019676,7.7883949999999995,8.841111999999999,9.229208,10.7459,11.088229,11.419306,11.552729,11.141629,11.4199,11.506433,10.414014,10.6344,9.30062,8.191563,6.087174,2.292105,3.191096,4.073774,4.158957,2.049824,1.956559,1.466112,1.8713220000000002,0.658492,1.372204,0.972907,0.37639
31,-0.5,-0.11001,-0.22680100000000003,0.073375,0.392517,0.8239709999999999,1.417096,1.7161810000000002,1.982099,2.341025,2.957032,3.062204,3.4178029999999997,3.9471769999999995,4.38734,4.774421,5.008959,5.750961,6.766521000000001,7.960744,8.689072999999999,9.332108,10.56333,11.161999,11.549257,11.616378,11.290068,11.453772,11.537572,10.584477,10.534496,9.382982,8.258026,6.250946,2.528323,3.3859980000000003,4.1969449999999995,4.329356,2.124187,2.117556,1.824026,2.022434,2.210307,1.533664,1.137821,0.5380060000000001
32,-0.5,-0.23156999999999997,-0.215583,0.06715,0.3826,0.7972819999999999,1.370008,1.641909,1.9880959999999999,2.329516,2.935678,3.1126560000000003,3.4469540000000003,3.9572830000000003,4.411663,4.914301,5.446703,5.913698,6.938880999999999,8.015837,9.220638000000001,9.321563000000001,10.683141,11.161698,11.326932000000001,12.286019,12.073222,11.98483,11.569997,10.502286999999999,10.440525,9.181434,8.117625,6.4595080000000005,2.151381,2.998579,3.8178900000000002,4.029534,1.894282,1.998088,1.319151,1.747111,0.408999,1.151057,0.9136110000000001,0.356062
33,-0.5,-0.181446,-0.178655,0.088431,0.42063199999999995,0.8414459999999999,1.407857,1.688622,2.01932,2.357616,2.982568,3.157003,3.479917,3.982561,4.442122,4.940955000000001,5.437069999999999,5.884027,6.851125,7.96162,8.952914999999999,9.320473,10.740183,11.064993,11.293939,11.3774,11.122149,11.537303,11.638828,10.652403999999999,10.536435,9.358839999999999,8.371518,6.607429,2.703009,3.4219559999999998,4.174415,4.359063,2.322866,2.417328,1.718516,2.136055,0.779849,1.527944,1.2700420000000001,0.748202
34,-0.5,-0.13502999999999998,-0.14921500000000001,0.11897999999999999,0.43585799999999997,0.850959,1.431957,1.6971889999999998,2.029212,2.3652990000000003,3.008252,3.2012959999999997,3.498675,3.9918739999999997,4.465575,4.986597,5.435505,5.862587,6.770697999999999,8.024676,8.722951,9.384291000000001,10.786493,11.098083,11.307241000000001,11.361488,11.09418,11.445763000000001,11.504369,10.606983,10.432856,9.31044,8.385835,6.361646,2.765307,3.440034,4.086599,4.297297,2.5051229999999998,2.485191,1.738998,2.100717,0.879434,1.546394,1.240658,0.7482770000000001
35,-0.5,0.041322000000000005,-0.138877,0.150089,0.477847,0.8811610000000001,1.537087,1.772262,2.046385,2.396952,3.073829,3.151395,3.481643,4.008683,4.45331,4.849107,5.089899,5.602566,6.7359350000000004,7.964427000000001,8.425,9.236464,10.605364999999999,11.065055000000001,11.403936,11.528389,11.243146000000001,11.358785000000001,11.498764,10.597559,10.420772,9.380771000000001,8.243285,6.147641,2.491287,3.3372580000000003,4.13594,4.2764370000000005,2.321544,2.25199,1.914555,2.0694209999999997,1.803145,1.602951,1.192652,0.6404850000000001
36,-0.5,0.057,-0.126932,0.141454,0.47898900000000005,0.8892639999999999,1.5247110000000001,1.743181,2.05444,2.393405,3.088901,3.185205,3.497466,4.023896,4.47466,4.879779,5.2707,5.7786,6.656368,7.99292,8.483564999999999,9.344589,10.56853,11.033563000000001,11.298693,11.356876,11.128123,11.235669,11.4411,10.528824,10.296656,9.286154,8.279902,6.4366389999999996,2.567754,3.309803,4.069497,4.257412,2.444858,2.362191,1.8408509999999998,2.0986700000000003,2.413382,1.599525,1.2153,0.684338
37,-0.5,0.028109,-0.113818,0.120126,0.466321,0.8976120000000001,1.470066,1.7170310000000002,2.055028,2.399236,3.055588,3.219174,3.516541,4.0212769999999995,4.509456,4.942425,5.591022,6.099712,6.825172,8.110645,8.492072,9.079218,10.464243,10.910436,11.281166,11.437605,11.119446,11.27173,11.556471,10.594880999999999,10.390358,9.357947,8.40054,6.664817,2.786541,3.476639,4.2069019999999995,4.386438,2.437136,2.5810049999999998,1.901531,2.1180779999999997,2.426348,1.6737799999999998,1.225863,0.754211
38,-0.5,0.018601,-0.10987899999999999,0.110151,0.46201000000000003,0.903591,1.450257,1.693187,2.053979,2.393049,3.018343,3.222164,3.5376769999999995,4.016515,4.531373,5.0409180000000005,5.747318,6.280448000000001,7.0719,8.231913,8.626249000000001,9.12168,10.524464,10.981606,11.334855000000001,11.497791000000001,11.208664,11.331953,11.717744,10.618896000000001,10.533796,9.47017,8.575076,6.920421000000001,2.91853,3.611042,4.344425,4.560614,2.555703,2.72499,1.970525,2.1431009999999997,2.793307,1.731848,1.226477,0.7282609999999999
39,-0.5,0.044122,-0.08743,0.110378,0.476415,0.9244950000000001,1.46658,1.697523,2.056302,2.397837,3.0266580000000003,3.193451,3.530449,4.018031,4.524655999999999,5.02283,5.729267,6.205919000000001,7.0270660000000005,8.205229,8.632519,8.997739,10.478814999999999,10.933328999999999,11.235274,11.392244999999999,11.175364,11.323039,11.626759,10.582222999999999,10.470064,9.432508,8.566657000000001,6.957333,2.9009099999999997,3.60583,4.263273000000001,4.5029010000000005,2.61177,2.710436,1.892907,2.092559,2.500556,1.7149880000000002,1.1675149999999999,0.675483
40,-0.5,-0.019968,-0.103351,0.119054,0.47647799999999996,0.9199219999999999,1.479568,1.702129,2.058281,2.4089270000000003,3.028445,3.18173,3.5140190000000002,4.021254,4.534569,5.012253,5.6417459999999995,6.147868,7.077519000000001,8.17347,8.867599,9.088422,10.601003,11.02218,11.312414,11.47967,11.241185,11.364415,11.682704,10.611398,10.565716,9.499249,8.617467999999999,7.0427029999999995,2.8980040000000002,3.599962,4.301483999999999,4.555317,2.627287,2.6928389999999998,1.937138,2.17165,2.3498349999999997,1.7804779999999998,1.2592370000000002,0.696232
41,-0.5,0.00275,-0.086337,0.111982,0.475826,0.9069299999999999,1.457589,1.687355,2.054358,2.3970689999999997,2.991789,3.168764,3.519828,4.017625,4.53102,5.074325,5.486032,6.172911,7.1230720000000005,8.121818,8.75571,9.054287,10.450342,10.962437,11.303554,11.477223,11.290805,11.417708,11.590985,10.664454,10.649614,9.606629,8.805338,7.1917740000000006,3.022238,3.8438309999999998,4.4874089999999995,4.697628,2.90416,2.891528,2.270628,2.315649,2.18351,1.809423,1.1342709999999998,0.671533
42,-0.5,0.05854500000000001,-0.084324,0.120782,0.478804,0.9059520000000001,1.4592379999999998,1.689434,2.054368,2.4031029999999998,2.998564,3.174773,3.522388,4.017972,4.533227,5.154979,5.355274,6.035423000000001,7.177548,8.155758,8.769897,9.180643,10.3023,10.927835,11.320877000000001,11.472205,11.336785,11.491624,11.65318,10.647356,10.640016000000001,9.666122,8.747304,7.221000999999999,3.096238,3.889654,4.5192,4.688473999999999,2.960546,2.892512,2.32192,2.314705,2.1108119999999997,1.81892,1.125836,0.6607109999999999
43,-0.5,0.169462,-0.033529,0.156834,0.48457799999999995,0.9023629999999999,1.441574,1.6869319999999999,2.054668,2.395989,2.988466,3.17604,3.5265169999999997,4.020509,4.5529150000000005,5.28261,5.4898,6.19451,7.160774000000001,8.210564999999999,8.559513,8.892647,10.311674,10.878035,11.280982,11.497452000000001,11.323729,11.448624,11.641072,10.582208,10.663503,9.580024,8.667973,7.092333,3.197525,4.0303830000000005,4.475666,4.688008,3.048788,3.0018569999999998,2.3446849999999997,2.1482580000000002,2.075781,1.6897650000000002,0.9873139999999999,0.56685
44,-0.5,0.23443899999999998,-0.0033759999999999997,0.21234299999999998,0.48282600000000003,0.898368,1.450613,1.682018,2.054608,2.391875,2.983924,3.182467,3.529755,4.018488,4.589508,5.458866,5.765364,6.4636830000000005,7.633357000000001,8.552827,9.405782,9.628467,10.890830000000001,11.299661,11.755279,12.003899,11.66478,11.836438000000001,12.031419,10.869306,10.913045,9.740445,8.861582,7.512538,3.133866,4.057243,4.481407,4.769862,2.854509,2.966817,2.068623,1.970827,1.571235,1.56765,0.9893540000000001,0.5144569999999999
45,-0.5,0.145249,-0.041961,0.12984500000000002,0.47684899999999997,0.9019299999999999,1.495428,1.684535,2.056307,2.392878,2.996426,3.203782,3.5309769999999996,4.020466000000001,4.59513,5.366219,5.836169,6.463156,7.485566,8.706339,9.445931,9.744593,11.517555999999999,11.498678,11.766135,12.090751,11.745625,11.946197999999999,12.077584,10.924772,10.977657,9.660291,8.848294000000001,7.511095,3.092419,3.9659949999999995,4.465909,4.73886,2.7488490000000003,2.9286830000000004,1.8804720000000001,2.052626,2.245285,1.6295870000000001,1.084193,0.612032
46,-0.5,0.23580500000000001,0.016815,0.168482,0.488892,0.901602,1.512801,1.6883119999999998,2.057014,2.395665,2.992643,3.195437,3.5339370000000003,4.021364,4.622829,5.544580000000001,5.984432,6.687637,7.436883,8.895138000000001,9.948966,9.974575,11.692262,11.713173,11.944142,12.251842,11.974158000000001,12.120446000000001,12.116205,11.060524000000001,11.089961,9.72599,8.98212,7.470343,3.156345,4.099984,4.509301,4.780426,2.7873919999999996,2.982918,1.850861,1.928075,2.256025,1.518874,0.962733,0.520085
47,-0.5,0.19001700000000002,-0.013844,0.134183,0.483526,0.9012100000000001,1.492198,1.6843290000000002,2.057069,2.393933,3.0040240000000002,3.212201,3.532043,4.021324,4.618636,5.510153,6.05607,6.58185,7.568461,8.897282,9.763228,9.947718,11.812268,11.70198,11.856209,12.196655,11.984622,12.144267999999999,12.153402999999999,10.966719,11.075647,9.703615,8.925523,7.476928999999999,3.068496,4.017462999999999,4.453713,4.708561,2.782623,2.944497,1.889931,1.996077,2.4843490000000004,1.560501,1.046767,0.567365
48,-0.5,0.139647,-0.044007,0.11347,0.48455,0.906646,1.4652450000000001,1.688103,2.062079,2.3984520000000003,3.02917,3.23358,3.535627,4.026021,4.613726,5.385463,6.119415,6.4565410000000005,7.665344,8.858799000000001,9.487591,9.921937,11.78642,11.667247999999999,11.775514999999999,12.087966999999999,11.930043,12.13406,12.19491,10.870757000000001,11.072980000000001,9.660476,8.776332,7.456527,3.000471,3.917261,4.3906220000000005,4.6412629999999995,2.736719,2.896185,1.9492630000000002,2.082751,2.73274,1.6476099999999998,1.168666,0.64946
49,-0.5,0.327153,0.037808,0.14133900000000002,0.535522,0.938684,1.5474379999999999,1.7162549999999999,2.077338,2.416629,3.037067,3.230029,3.5452169999999996,4.040728,4.6892949999999995,5.531873,6.170342,6.653810000000001,7.843796,9.132839,9.685899000000001,10.145427,12.053477,11.891883,11.964587,12.280084,12.136953,12.298857,12.372292999999999,10.971483000000001,11.144788,9.816647999999999,9.014717999999998,7.5397940000000006,2.995733,4.01459,4.470903,4.676337,2.930309,2.964983,1.82285,2.039494,2.7128740000000002,1.570057,1.0467870000000001,0.572857
50,-0.417367,0.5216569999999999,0.160991,0.187494,0.594607,0.981118,1.643963,1.7508970000000001,2.098306,2.444495,3.05908,3.209738,3.561857,4.057201999999999,4.853940000000001,5.759281,6.297944,6.911958,8.139263,9.555784,9.997822,10.886703,12.292010000000001,12.242751,12.304601,12.467194000000001,12.343831,12.576179,12.516504,11.107375,11.355744999999999,10.002825999999999,9.214141,7.679289,3.1246970000000003,4.2056569999999995,4.618164,4.791826,3.038446,3.087358,1.78478,2.005866,2.6846,1.481982,0.9321790000000001,0.450945
